CHEM_ID,BIOCHEMICAL NAME,RI,MASS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMSPIDER,KEGG,HMDB,PUBCHEM,COMP_ID,CAS,PLATFORM
100010923,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,2650,658.54051,Lipid,Diacylglycerol,2833,,OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,,,,,54956,,LC/MS Pos Late
100010930,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,2664,608.52486,Lipid,Diacylglycerol,2802,,CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,,,,,54967,,LC/MS Pos Late
100010936,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,2907,660.55616,Lipid,Diacylglycerol,2830,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,,,,,54960,,LC/MS Pos Late
100010937,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,2990,660.55616,Lipid,Diacylglycerol,2831,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,,,,,54961,,LC/MS Pos Late
100010940,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",2733,608.52486,Lipid,Diacylglycerol,2780,,CCCCCC/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,,,,,54966,,LC/MS Pos Late
100010941,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,2720,634.54051,Lipid,Diacylglycerol,2822,,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,,,,,54968,,LC/MS Pos Late
100010942,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,2790,634.54051,Lipid,Diacylglycerol,2823,,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,,,,,54969,,LC/MS Pos Late
100010955,perfluorooctanesulfonate (PFOS),662,498.93021,Xenobiotics,Chemical,5813,YFSUTJLHUFNCNZ-UHFFFAOYAS,O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O,67068,C18142,HMDB59586,74483,57564,1763-23-1,LC/MS Polar
100015609,N-palmitoyl-sphingadienine (d18:2/16:0)*,2490,536.50372,Lipid,Ceramides,2915,,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,,,,,57416,,LC/MS Pos Late
100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,3420,782.65045,Lipid,Hexosylceramides (HCER),2951,,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,,,,,57421,,LC/MS Pos Late
100015632,N-stearoyl-sphingadienine (d18:2/18:0)*,2846,564.53503,Lipid,Ceramides,2916,,CCCCCCCCCCCCCCCCCC(NC(C(O)/C=C/CCCCCCCC/C=C/CCC)CO)=O,,,,,57417,,LC/MS Pos Late
100015637,2-hydroxybehenate,6384,355.32177,Lipid,"Fatty Acid, Monohydroxy",1891,RPGJJWLCCOPDAZ-UHFFFAOYAL,CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,167899,,,193484,57663,,LC/MS Neg
100015638,2-hydroxynervonate*,6345,381.33742,Lipid,"Fatty Acid, Monohydroxy",1893,UFOOFOUFKSIFCD-KTKRTIGZBH,OC(C(O)=O)CCCCCCCCCCCC/C=C\CCCCCCCC,4472208,,,5312783,61698,,LC/MS Neg
100015640,N-palmitoylserine,5557,342.26498,Lipid,Endocannabinoid,2104,BFVRFWIQTACAPT-KRWDZBQOBQ,O=C(CCCCCCCCCCCCCCC)N([H])[C@H](C(O)=O)CO,4956046,,,6453686,57659,58725-46-5;474943-14-1,LC/MS Neg
100015641,N-oleoylserine,5600,368.28063,Lipid,Endocannabinoid,2102,MBDKGXAMSZIDKF-KTKRTIGZBQ,CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O,21466990,,,,57664,,LC/MS Neg
100015643,sphingadienine,1350,298.27406,Lipid,Sphingolipid Synthesis,2893,KWDXKYNWAKMLKK-YQMRQDNGBF,OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H],4952479,,,6449795,57426,25696-03-1,LC/MS Pos Late
100015723,hexadecasphingosine (d16:1)*,1289,272.25841,Lipid,Sphingosines,3050,BTUSGZZCQZACPT-YYZTVXDQBI,OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC,28533427,,,,57428,,LC/MS Pos Late
100015731,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,2645,524.50374,Lipid,Ceramides,2927,,OC(/C=C/CCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCC)=O,,,,,57430,,LC/MS Pos Late
100015735,"ceramide (d18:1/14:0, d16:1/16:0)*",2477,510.48808,Lipid,Ceramides,2931,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O,,,,,57432,,LC/MS Pos Late
100015737,"ceramide (d18:1/17:0, d17:1/18:0)*",3055,552.53505,Lipid,Ceramides,2932,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O,,,,,57434,,LC/MS Pos Late
100015745,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",3380,808.66609,Lipid,Hexosylceramides (HCER),2965,,OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,,,,,57453,,LC/MS Pos Late
100015751,"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",3667,796.66609,Lipid,Hexosylceramides (HCER),2964,,CCCCCCCCCCCCC/C=C/C(O)C(NC(CCCCCCCCC/C=C/CCCCCCCCCCC)=O)COC1OC(CO)C(O)C(O)C1O,,,,,57448,,LC/MS Pos Late
100015759,stearoylcholine*,1520,370.36797,Lipid,Fatty Acid Metabolism (Acyl Choline),1867,,C[N+](C)(C)C[CH-]OC(CCCCCCCCCCCCCCCCC)=O,,,,,57464,,LC/MS Pos Late
100015760,linoleoylcholine*,1388,366.33666,Lipid,Fatty Acid Metabolism (Acyl Choline),1865,,C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O,,,,,57463,,LC/MS Pos Late
100015783,trazadone,837,372.15857,Xenobiotics,Drug - Psychoactive,5563,PHLBKPHSAVXXEF-UHFFFAOYAD,O=c1n(cccc2)c2nn1CCCN3CCN(c4cc(Cl)ccc4)CC3,5332,"C07156,D08626",HMDB14794,5533,57691,19794-93-5,LC/MS Pos Late
100015786,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",2850,761.65311,Lipid,Dihydrosphingomyelins,2985,,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,57476,,LC/MS Pos Late
100015787,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",2550,745.62178,Lipid,Sphingomyelins,3003,,CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O,,,,,57475,,LC/MS Pos Late
100015788,sphingomyelin (d18:2/18:1)*,2025,727.57485,Lipid,Sphingomyelins,2992,,[H][C@](NC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,,,,,57474,,LC/MS Pos Late
100015789,sphingomyelin (d18:2/24:2)*,2400,809.65308,Lipid,Sphingomyelins,2994,,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,57479,,LC/MS Pos Late
100015790,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",2500,771.63748,Lipid,Sphingomyelins,3008,,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,57480,,LC/MS Pos Late
100015791,sphingomyelin (d18:2/23:1)*,2500,797.65308,Lipid,Sphingomyelins,2993,,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,,,,,57482,,LC/MS Pos Late
100015792,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",3500,829.71571,Lipid,Sphingomyelins,3014,JONXXLXMISNQNG-BXMSAMRLBO,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,24846885,,,,57478,,LC/MS Pos Late
100015793,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",1875,687.54355,Lipid,Sphingomyelins,2999,,[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,,,,,57483,,LC/MS Pos Late
100015794,dexlansoprazole,757,368.0686,Xenobiotics,Drug - Gastrointestinal,5436,MJIHNNLFOKEZEW-RUZDIDTEBU,CC1=C(OCC(F)(F)F)C=CN=C1C[S@](C2=NC3=CC=CC=C3N2)=O,7852369,D08903,,9578005,57668,138530-94-6,LC/MS Polar
100015831,linolenoylcarnitine (C18:3)*,1310,422.32649,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1813,,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,,,,,57511,,LC/MS Pos Late
100015832,behenoylcarnitine (C22)*,1561,484.43604,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1792,IUMXSSOVGPXXJL-UHFFFAOYAY,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC,28639204,,,,57514,,LC/MS Pos Late
100015833,arachidoylcarnitine (C20)*,1512,456.40474,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1791,SVJLJQBGUITFLI-UHFFFAOYAV,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC,28639199,,HMDB06460,,57513,,LC/MS Pos Late
100015834,lignoceroylcarnitine (C24)*,1603,512.46733,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1793,,O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O,,,,,57515,,LC/MS Pos Late
100015835,cerotoylcarnitine (C26)*,1649,540.49864,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1794,KOCKWDDTAHPJSX-UHFFFAOYAQ,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O,35015992,,HMDB06347,,57516,,LC/MS Pos Late
100015836,ximenoylcarnitine (C26:1)*,1607,538.48299,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1811,,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCC/C=C/CCCCCCCCCCCCCCCCCCCC,,,,,57517,,LC/MS Pos Late
100015837,arachidonoylcarnitine (C20:4),1353,448.34215,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1815,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O,,,,,57518,,LC/MS Pos Late
100015839,dihomo-linoleoylcarnitine (C20:2)*,1436,452.37343,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1814,,O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O,,,,,57520,,LC/MS Pos Late
100015840,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,1392,450.35777,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1816,,O=C(CCCCCC/C=C/C/C=C/C/C=C/CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,,,,,57521,,LC/MS Pos Late
100015845,docosahexaenoylcarnitine (C22:6)*,1349,472.34215,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1823,,O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(C[N+](C)(C)C)CC([O-])=O,,,,,57523,,LC/MS Pos Late
100015846,nervonoylcarnitine (C24:1)*,1602,510.45168,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1810,,O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O,,,,,57531,,LC/MS Pos Late
100015850,adrenoylcarnitine (C22:4)*,1415,476.37343,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1820,,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,,,,,57528,,LC/MS Pos Late
100015873,levetiracetam,2540,169.09825,Xenobiotics,Drug - Neurological,5509,HPHUVLMMVZITSG-LURJTMIEBE,CC[C@H](N1CCCC1=O)C(N)=O,4447633,"D00709,C07841",,5284583,57641,102767-28-2,LC/MS Neg
100015878,metronidazole,2046,172.07167,Xenobiotics,Drug - Antibiotic,5242,VAOCPAMSLUNLGC-UHFFFAOYAG,Cc1n(CCO)c([N+]([O-])=O)cn1,4029,D00409,HMDB15052,4173,57642,73334-05-1,LC/MS Pos Early
100015882,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",3414,756.6348,Lipid,Hexosylceramides (HCER),2961,,OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC,,,,,57595,,LC/MS Pos Late
100015899,cephalexin,3120,346.0867,Xenobiotics,Drug - Antibiotic,5210,ZAIPMKNFIOOWCQ-UEKVPHQBBS,CC1=C(C(O)=O)N2[C@H](SC1)[C@H](NC([C@H](N)c3ccccc3)=O)C2=O,25541,"D00263,C06895",HMDB14707,27447;6560168,57704,15686-71-2,LC/MS Neg
100015905,moxifloxacin,3272,402.18236,Xenobiotics,Drug - Antibiotic,5227,FABPRXSRWADJSP-MEDUHNTEBH,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4c(=O)c(C(O)=O)cn(C5CC5)c14,134802,D08237,HMDB14363,152946,57671,186826-86-8,LC/MS Pos Early
100015962,"N,N,N-trimethyl-5-aminovalerate",2186,160.13321,Amino Acid,Lysine Metabolism,132,CDLVFVFTRQPQFU-UHFFFAOYAF,C[N+](C)(C)CCCCC([O-])=O,34236878,,,14274897,57687,,LC/MS Pos Early
100015965,ethyl alpha-glucopyranoside,1248,226.12852,Xenobiotics,Food Component/Plant,4895,WYUFTYLVLQZQNH-UHFFFAOYAZ,CCOC1C(O)C(O)C(O)C(CO)O1,378664,,,428040,63152,34625-23-5,LC/MS Pos Early
100015966,carotene diol (1),1720,568.42759,Cofactors and Vitamins,Vitamin A Metabolism,4285,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,,,,,57635,,LC/MS Pos Late
100015967,carotene diol (2),1904,568.42793,Cofactors and Vitamins,Vitamin A Metabolism,4286,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,,,,,57636,,LC/MS Pos Late
100015968,carotene diol (3),1948,568.42786,Cofactors and Vitamins,Vitamin A Metabolism,4287,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,,,,,57637,,LC/MS Pos Late
100015971,cortolone glucuronide (1),4600,541.26543,Lipid,Corticosteroids,3202,,O[C@H]([C@]([C@]([C@]1([H])[C@@](CC2)([H])[C@@]3([H])[C@]([C@@]2([H])C[C@@H]4OC5C(O)C(O)C(O)C(C(O)=O)O5)(CC4)C)(CC3=O)C)(CC1)O)CO,,,,,57699,,LC/MS Neg
100015972,fluconazole,836,351.10226,Xenobiotics,Drug - Antibiotic,5251,,Fc1ccc(C(Cn2ncnc2)(O)Cn3ncnc3)c(F)c1,3248,D00322,HMDB14342,3365,57707,86386-73-4,LC/MS Polar
100016038,(N(1) + N(8))-acetylspermidine,3080,188.17574,Amino Acid,Polyamine Metabolism,505,,CC(NCCCNCCCCN)=O,,,,,57814,,LC/MS Pos Early
100016048,THC carboxylic acid,5263,343.19148,Xenobiotics,Drug - Psychoactive,5574,YOVRGSHRZRJTLZ-UHFFFAOYAD,CCCCCc1cc(OC(C)(C)C2C3C=C(C(O)=O)CC2)c3c(O)c1,97019,,,107885,61836,,LC/MS Neg
100016049,THC carboxylic acid glucuronide,5224,519.22357,Xenobiotics,Drug - Psychoactive,5575,,O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O1)C2=C[C@H](C3=C4C=C(CCCCC)C=C3O)[C@@H](C(C)(O4)C)CC2,,,,,61848,,LC/MS Neg
100016052,morphine-3-glucuronide,2495,460.1613,Xenobiotics,"Drug - Analgesics, Anesthetics",5176,WAEXKFONHRHFBZ-ZXDZBKESBI,CN1CC[C@@]23c4c5c(O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O6)ccc4C[C@@H]1[C@@H]2C=C[C@H](O)[C@@H]3O5,4588593,C16643,HMDB41936,5484731,61844,,LC/MS Neg
100016069,5-dodecenoylcarnitine (C12:1),1135,342.26389,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1803,,CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O,,,HMDB13326,,61769,,LC/MS Pos Late
100016110,2-butenoylglycine,1380,142.05096,Lipid,Fatty Acid Metabolism (Acyl Glycine),1754,WWJXRJJBIVSSNF-NSCUHMNNBT,OC(CN([H])C(/C=C/C)=O)=O,4877902,,,6303498,61785,71428-89-2,LC/MS Neg
100019794,hydroxy-CMPF*,1516,255.08741,Lipid,"Fatty Acid, Dicarboxylate",1637,,CCC(O)C1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,,,,,62277,,LC/MS Neg
100019801,3-hydroxyoleoylcarnitine,1406,442.3527,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1848,YBCVTTMMURGSEY-LMLDZDDJBA,CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O,48061587,,,,61840,,LC/MS Pos Late
100019884,trans-2-hexenoylglycine,2707,170.08226,Lipid,Fatty Acid Metabolism (Acyl Glycine),1738,AAPHATPOQGNLOZ-SNAWJCMRBI,CCC/C=C/C(NCC(O)=O)=O,25033670,,,,61798,,LC/MS Neg
100019892,2-hydroxyarachidate*,5990,327.29047,Lipid,"Fatty Acid, Monohydroxy",1890,CPLYLXYEVLGWFJ-UHFFFAOYAX,CCCCCCCCCCCCCCCCCCC(O)C(O)=O,4395406,,,5225199,61700,,LC/MS Neg
100019893,3-hydroxyarachidate*,5950,327.29047,Lipid,"Fatty Acid, Monohydroxy",1908,,CCCCCCCCCCCCCCCCCC(O)CC(O)=O,4446045,,,5282918,61701,,LC/MS Neg
100019957,N-stearoylserine*,5777,370.29628,Lipid,Endocannabinoid,2103,CLHUCXCVFSEJRR-UHFFFAOYAZ,CCCCCCCCCCCCCCCCCC(NC(C(O)=O)CO)=O,15545488,,,,61822,,LC/MS Neg
100019968,ribulonate/xylulonate/lyxonate*,2350,165.04046,Carbohydrate,Pentose Metabolism,1228,,OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,,,,,61858,,LC/MS Polar
100019972,dodecenedioate (C12:1-DC)*,2700,227.12887,Lipid,"Fatty Acid, Dicarboxylate",1619,,OC(CCC/C=C/CCCCCC(O)=O)=O,,,,,61864,,LC/MS Neg
100019975,hexadecenedioate (C16:1-DC)*,4380,283.19148,Lipid,"Fatty Acid, Dicarboxylate",1627,,O=C(O)CCCCCCCCCCCC/C=C/C(O)=O,,,,,61862,,LC/MS Neg
100019978,octadecenedioate (C18:1-DC),4875,311.22279,Lipid,"Fatty Acid, Dicarboxylate",1630,,O=C(O)CCCCCCCCCCCCCC/C=C/C(O)=O,,,,,61861,,LC/MS Neg
100019981,heptenedioate (C7:1-DC)*,2816,157.05063,Lipid,"Fatty Acid, Dicarboxylate",1605,,OC(CCC/C=C/C(O)=O)=O,,,,,61866,,LC/MS Polar
100019982,octadecadienedioate (C18:2-DC)*,4676,309.20714,Lipid,"Fatty Acid, Dicarboxylate",1631,,O=C(O)CCCCCCCCCCCC/C=C/C=C/C(O)=O,,,,,61860,,LC/MS Neg
100019984,glucuronide of C12H22O4 (1)*,2590,405.17662,Partially Characterized Molecules,Partially Characterized Molecules,5947,,,,,,,61874,,LC/MS Neg
100019986,glucuronide of C14H26O4 (1)*,3200,433.20793,Partially Characterized Molecules,Partially Characterized Molecules,5952,,,,,,,61876,,LC/MS Neg
100019990,glucuronide of C10H18O2 (1)*,2728,345.1555,Partially Characterized Molecules,Partially Characterized Molecules,5929,,,,,,,61881,,LC/MS Neg
100019994,glucuronide of C10H14O2 (1)*,3194,341.12419,Partially Characterized Molecules,Partially Characterized Molecules,5922,,,,,,,61893,,LC/MS Neg
100020004,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,4000,267.12379,Lipid,"Fatty Acid, Dicarboxylate",1638,,OC(C1=C(CCC(O)=O)OC(CCCCC)=C1C)=O,168762,,,194501,61871,,LC/MS Neg
100020009,glucuronide of C14H26O4 (2)*,3300,433.20793,Partially Characterized Molecules,Partially Characterized Molecules,5953,,,,,,,61877,,LC/MS Neg
100020012,glucuronide of C10H18O2 (5)*,3582,345.1555,Partially Characterized Molecules,Partially Characterized Molecules,5933,,,,,,,61885,,LC/MS Neg
100020013,glucuronide of C10H18O2 (6)*,3750,345.1555,Partially Characterized Molecules,Partially Characterized Molecules,5934,,,,,,,61886,,LC/MS Neg
100020014,glucuronide of C10H18O2 (7)*,3790,345.1555,Partially Characterized Molecules,Partially Characterized Molecules,5935,,,,,,,61887,,LC/MS Neg
100020015,glucuronide of C10H18O2 (8)*,3865,345.1555,Partially Characterized Molecules,Partially Characterized Molecules,5936,,,,,,,61888,,LC/MS Neg
100020022,glucuronide of C10H14O2 (4)*,4030,341.12419,Partially Characterized Molecules,Partially Characterized Molecules,5925,,,,,,,61896,,LC/MS Neg
100020204,N-acetyl-2-aminooctanoate*,3943,200.12921,Lipid,"Fatty Acid, Amino",1687,,OC(C(CCCCCC)N([H])C(C)=O)=O,86248,,HMDB59745,95555,62059,,LC/MS Neg
100020205,hydroxyasparagine**,1149,149.05568,Amino Acid,Alanine and Aspartate Metabolism,41,ZBYVTTSIVDYQSO-REOHCLBHBO,O=C(O)[C@@H](N)CC(NO)=O,88149,C03124,HMDB32332,97663,62060,,LC/MS Pos Early
100020207,genistein sulfate*,3616,349.00236,Xenobiotics,Food Component/Plant,4684,,O=C1C(C(O)=C2)=C(C=C2OS(=O)(O)=O)OC=C1C(C=C3)=CC=C3O,,,,,62061,,LC/MS Neg
100020211,3-hydroxybutyroylglycine**,978,162.07608,Lipid,Fatty Acid Metabolism (Acyl Glycine),1757,,O=C(CC(O)C)NCC(O)=O,,,,,62064,,LC/MS Pos Early
100020212,carboxyibuprofen glucuronide*,2294,411.12965,Xenobiotics,"Drug - Analgesics, Anesthetics",5148,,CC(C(OC1OC(C(O)=O)C(O)C(O)C1O)=O)C2=CC=C(CC(C)C(O)=O)C=C2,,,HMDB60564,,62067,,LC/MS Polar
100020214,glyco-beta-muricholate**,4762,464.30176,Lipid,Primary Bile Acid Metabolism,3338,,CC(C1CCC2C3[C@H]([C@H]([C@@]4(C[C@@H](CC[C@@]4(C3CC[C@]12C)C)O)[H])O)O)CCC(NCC(O)=O)=O,,,,,62066,,LC/MS Neg
100020215,N-methylhydroxyproline**,1145,146.08118,Amino Acid,Urea cycle; Arginine and Proline Metabolism,467,,OC1CN(C)C(C(O)=O)C1,,,,9860390,62068,,LC/MS Pos Early
100020217,"N,N,N-trimethyl-alanylproline betaine (TMAP)",2470,229.15467,Amino Acid,Urea cycle; Arginine and Proline Metabolism,474,,O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O,,,,,62947,,LC/MS Pos Early
100020219,3-formylindole,782,144.04548,Xenobiotics,Food Component/Plant,4597,OLNJUISKUQQNIM-UHFFFAOYAL,O=CC1=CNC2=CC=CC=C12,9838,C08493,HMDB29737,10256,62863,487-89-8,LC/MS Polar
100020241,gamma-glutamylcitrulline*,1644,305.14556,Peptide,Gamma-glutamyl Amino Acid,603,,NC(C(O)=O)CCC(NC(CCCNC(N)=O)C(O)=O)=O,,,,,62104,,LC/MS Pos Early
100020243,N4-acetylsulfamethoxazole*,2489,294.0554,Xenobiotics,Drug - Antibiotic,5230,GXPIUNZCALHVBA-UHFFFAOYAZ,O=S(C1=CC=C(C=C1)NC(C)=O)(NC2=NOC(C)=C2)=O,58771,"C13061,D01601",HMDB13854,65280,62106,,LC/MS Neg
100020245,resveratrol sulfate (1)*,3250,307.02818,Xenobiotics,Food Component/Plant,4994,,OC1=CC(O)=CC(/C=C/C2=CC=C(OS(=O)(O)=O)C=C2)=C1,,,,,62108,,LC/MS Neg
100020246,resveratrol sulfate (2)*,3665,307.02818,Xenobiotics,Food Component/Plant,4995,,OC1=CC(O)=CC(/C=C/C2=CC=C(OS(=O)(O)=O)C=C2)=C1,,,,,62109,,LC/MS Neg
100020247,resveratrol disulfate (1)*,2530,192.98886,Xenobiotics,Food Component/Plant,4992,,OC1=CC(OS(=O)(O)=O)=CC(/C=C/C2=CC=C(OS(=O)(O)=O)C=C2)=C1,,,,,62110,,LC/MS Neg
100020248,resveratrol disulfate (2)*,2840,192.98886,Xenobiotics,Food Component/Plant,4993,,OC1=CC(OS(=O)(O)=O)=CC(/C=C/C2=CC=C(OS(=O)(O)=O)C=C2)=C1,,,,,62111,,LC/MS Neg
100020250,resveratrol glucuronide (2)*,3422,403.10345,Xenobiotics,Food Component/Plant,4996,,OC1=CC(O)=CC(/C=C/C2=CC=C(OC3OC(C(O)=O)C(O)C(O)C3O)C=C2)=C1,,,,,62113,,LC/MS Neg
100020254,glycine conjugate of C10H14O2 (1)*,4335,222.11356,Partially Characterized Molecules,Partially Characterized Molecules,5976,,,,,,,62146,,LC/MS Neg
100020259,glutamine conjugate of C7H12O2*,3053,255.13502,Partially Characterized Molecules,Partially Characterized Molecules,5959,,,,,,,63658,,LC/MS Neg
