CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,,HMDB,PUBCHEM,CHEMSPIDER,KEGG,CAS,PRIMARY_ID
100020542,209,64418,237607,Lipid,Androgenic Steroids,3358,NAMED,BRPLOVMHAFXVOQ-KXVRARTKSA-N,O[C@@H]1[C@@]2([H])[C@](CCC3[C@]2(C)CC[C@H](O[C@@H]4O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]4O)C3)([H])[C@@]5([H])[C@](C(CC5)=O)(C)C1,11beta-hydroxyetiocholanolone glucuronide*,11beta-hydroxyetiocholanolone glucuronide*,,,,,,CAS:17181-15-6,
100020545,400,63254,222161,Amino Acid,Lysine Metabolism,110,NAMED,UNPVIYLDJYPILW-VIFPVBQESA-N,OC([C@@H](NC(C)=O)CCCCN(C)C)=O,"N2-acetyl,N6,N6-dimethyllysine","N2-acetyl,N6,N6-dimethyllysine",,,,,,,
100020546,400,62954,220835,Amino Acid,Lysine Metabolism,109,NAMED,MKWKYAGEJHBUOX-QMMMGPOBSA-N,OC([C@@H](NC(C)=O)CCCCNC)=O,"N2-acetyl,N6-methyllysine","N2-acetyl,N6-methyllysine",,,,,,,
100020549,209,62571,219957,Lipid,Primary Bile Acid Metabolism,3472,NAMED,RBLDVEUUCHVWMW-LFKDYQRZSA-N,O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](OC5C(O)C(O)C(O)C(C(O)=O)O5)CC4C1,cholic acid glucuronide,cholic acid glucuronide,,HMDB0002577,pubchem:21252309,,,,HMDB0002577
100020550,209,63610,222934,Lipid,Secondary Bile Acid Metabolism,3485,NAMED,NNEIBJNHWVDJBA-WOSXBVGSSA-N,O[C@H]1C[C@]2([H])[C@@]3(C)CC[C@@H](OC4C(O)C(O)C(O)C(C(O)=O)O4)CC3CC[C@@]2([H])[C@]5([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]15C,deoxycholic acid glucuronide,deoxycholic acid glucuronide,,,,,,,HMDB0002596
100020578,209,63597,222898,Xenobiotics,Benzoate Metabolism,4507,NAMED,USWXDXYEVISELK-UHFFFAOYSA-N,OS(OC1=CC=C(CC=C)C=C1O)(=O)=O,4-allylcatechol sulfate,4-allylcatechol sulfate,,,,,,,
100020585,209,62528,219861,Xenobiotics,Tobacco Metabolite,4625,NAMED,ZAEQSKSORYMOAE-UHFFFAOYSA-N,O=S(OC1=CC=C2C(CC3=C2C=CC=C3)=C1)(O)=O,2-hydroxyfluorene sulfate,2-hydroxyfluorene sulfate,,,,,,,
100020591,400,63236,222109,Xenobiotics,Chemical,6223,NAMED,IOLHQSZMUUGACW-UHFFFAOYSA-N,OC(C1OC(OC2=CC=CN=C2)C(O)C(O)C1O)=O,3-hydroxypyridine glucuronide,3-hydroxypyridine glucuronide,,,,,,,
100020606,305,63842,223410,Xenobiotics,Food Component/Plant,5218,NAMED,GRERMCGRRAMWSD-UHFFFAOYSA-N,OC(C1OC(OC2=C(OC)C=C(C(O)=O)C=C2)C(O)C(O)C1O)=O,vanillate glucuronide,vanillate glucuronide,,HMDB0240572,,,,,HMDB0240572
100020622,209,63857,223472,Xenobiotics,Food Component/Plant,5217,NAMED,IWRNHPTWPBSQSA-UHFFFAOYSA-N,OS(OC1=CC=C(C(OC)=O)C=C1OC)(=O)=O,methyl vanillate sulfate,methyl vanillate sulfate,,,,,,,
100020631,209,62735,220261,Lipid,Fatty Acid Metabolism (Acyl Glutamine),1785,NAMED,VCZLDSLBUPQMCV-UHFFFAOYSA-N,CCC(C)CCC(NC(CCC(N)=O)C(O)=O)=O,4-methylhexanoylglutamine,4-methylhexanoylglutamine,,,,,,,
100020676,209,64104,235213,Xenobiotics,Drug - Metabolic,5786,NAMED,TUZYXOIXSAXUGO-PZAWKZKUSA-N,O[C@H]1C[C@H](OC([C@@H](C)CC)=O)[C@@]2([H])C(C=C[C@H](C)[C@@H]2CC[C@H](C[C@H](CC(O)=O)O)O)=C1,pravastatin,pravastatin,,HMDB0005022,pubchem:54687,chemspider:49398,"kegg:DG00353,C01844,D08410",,HMDB0005022
100020680,402,64114,234995,Xenobiotics,Drug - Respiratory,5947,NAMED,MAFMQEKGGFWBAB-UHFFFAOYSA-N,CCCCNC1=CC=C(C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O)C=C1,benzonatate,benzonatate,,HMDB0015006,pubchem:7699,chemspider:7413,kegg:D00242,,HMDB0015006
100020787,209,62474,219736,Xenobiotics,Drug - Antibiotic,5486,NAMED,SDLYZOYQWKDWJG-UHFFFAOYSA-N,FC1=C(C=C(C2=C1)N(C=C(C(O)=O)C2=O)C3CC3)N(CC4)CCN4S(O)(=O)=O,sulfociprofloxacin*,sulfociprofloxacin*,,,pubchem:128781,chemspider:114121,,,pubchem:128781
100020790,402,62477,219743,Xenobiotics,Drug - Psychoactive,5872,NAMED,PTJADDMMFYXMMG-UHFFFAOYSA-N,FC1=CC=C(C=C1)C2(CCCNC)OCC3=C2C=CC(C#N)=C3,desmethylcitalopram*,desmethylcitalopram*,,HMDB0014021,pubchem:162180,chemspider:142424,kegg:C16608,,HMDB0014021
100020792,402,62476,219742,Xenobiotics,Drug - Psychoactive,5870,NAMED,DIOGFDCEWUUSBQ-UHFFFAOYSA-N,FC1=CC=C(C=C1)C2(CCC[N+](C)(C)[O-])OCC3=C2C=CC(C#N)=C3,citalopram N-oxide*,citalopram N-oxide*,,HMDB0060654,pubchem:10068142,chemspider:8243682,kegg:C16607,,HMDB0060654
100020793,209,62479,219745,Xenobiotics,Drug - Psychoactive,5871,NAMED,JSYNRZJODZWUKX-UHFFFAOYSA-N,FC1=CC=C(C=C1)C2(CCC(O)=O)OCC3=C2C=CC(C#N)=C3,citalopram propionate*,citalopram propionate*,,HMDB60463,pubchem:10403174,chemspider:8578612,kegg:C16610,,HMDB60463
100020796,209,62480,219746,Xenobiotics,Drug - Psychoactive,5881,NAMED,OBIZFSZXDHWUJZ-ANUWOGMRSA-N,O=C(O)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)OC2=CC=C(C3=CC=CC=C23)O[C@](CCNC)([H])C4=CC=CS4,4-hydroxy duloxetine glucuronide*,4-hydroxy duloxetine glucuronide*,,HMDB0060763,pubchem:29981512,chemspider:28516882,,,HMDB0060763
100020798,209,62481,219747,Xenobiotics,Drug - Psychoactive,5882,NAMED,XYZBSFYKOKLCKI-INIZCTEOSA-N,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=C(C(OC)=CC=C23)OS(=O)(O)=O,5-hydroxy-6-methoxy duloxetine sulfate*,5-hydroxy-6-methoxy duloxetine sulfate*,,,,chemspider:25061067,,,
100020805,402,62484,219752,Xenobiotics,Drug - Psychoactive,5893,NAMED,JLOAJISUHPIQOX-UHFFFAOYSA-N,N1(C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3)CCNCC1,N-desalkylquetiapine*,N-desalkylquetiapine*,,,pubchem:11369918,chemspider:9544835,,,pubchem:11369918
100020810,400,62485,219753,Xenobiotics,Drug - Gastrointestinal,5743,NAMED,DFJVUWAHTQPQCV-MDWZMJQESA-N,[O-][N+](C)(C)CC1=CC=C(CSCCN([H])/C(N([H])C)=C/[N+]([O-])=O)O1,ranitidine N-oxide*,ranitidine N-oxide*,,,pubchem:62985,chemspider:2298463,,,pubchem:62985
100020811,209,62970,221490,Xenobiotics,Drug - Cardiovascular,5665,NAMED,BPZSPAZBZFZZBN-UHFFFAOYSA-N,O=C1OC(C=CC=C2)=C2C(O)=C1C(C3=CC=CC=C3)C(O)C(C)=O,10-hydroxywarfarin,10-hydroxywarfarin,,HMDB0013884,pubchem:54692492,chemspider:19983904,,,HMDB0013884
100020813,209,62972,221494,Xenobiotics,Drug - Cardiovascular,5664,NAMED,SKFYEJMLNMTTJA-UHFFFAOYSA-N,O=C1OC(C=C(O)C=C2)=C2C(O)=C1C(C3=CC=CC=C3)CC(C)=O,7-hydroxywarfarin,7-hydroxywarfarin,,HMDB0013886,"pubchem:54682507,54732122",chemspider:20129467,,,HMDB0013886
100020814,209,62973,221496,Xenobiotics,Drug - Cardiovascular,5663,NAMED,IQWPEJBUOJQPDE-UHFFFAOYSA-N,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C(C=C3O)=C(C=C3)O1,6-hydroxywarfarin,6-hydroxywarfarin,,"HMDB0013883,HMDB0013880",pubchem:54682459,chemspider:10533313,,,HMDB0013883
100020819,209,63731,223256,Lipid,Secondary Bile Acid Metabolism,3518,NAMED,DKXXSIJHWWVNMO-XROMFQGDSA-N,[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])C[C@H](O)[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(NCC(O)=O)=O)[C@@]4(C)CC2,glycoursodeoxycholic acid sulfate (1),glycoursodeoxycholic acid sulfate (1),,,,,,,
100020822,305,62524,219858,Xenobiotics,Food Component/Plant,4835,NAMED,WEPNMLSXEATIJK-UHFFFAOYSA-N,OC1=CC(CCC(O)=O)=CC=C1OS(O)(=O)=O,dihydrocaffeate sulfate (2),dihydrocaffeate sulfate (2),,,,,,,
100020823,209,62526,219859,Lipid,Secondary Bile Acid Metabolism,3498,NAMED,AXDXVEYHEODSPN-HVATVPOCSA-N,[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])CC[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(O)=O)[C@@]4(C)CC2,lithocholate sulfate (1),lithocholate sulfate (1),,,pubchem:451489,,,,pubchem:451489
100020824,209,62527,219860,Lipid,Secondary Bile Acid Metabolism,3499,NAMED,AXDXVEYHEODSPN-HVATVPOCSA-N,[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])CC[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(O)=O)[C@@]4(C)CC2,lithocholic acid sulfate (2),lithocholic acid sulfate (2),,,,,,,
100020825,400,62557,219908,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1922,NAMED,VYEONLJQPYRKAN-UHFFFAOYSA-N,C[N+](C)(C)CC(OC(CC(O)CCC)=O)CC([O-])=O,3-hydroxyhexanoylcarnitine (1),3-hydroxyhexanoylcarnitine (1),,,,,,,HMDB0061633
100020827,209,62567,219930,Xenobiotics,"Drug - Analgesics, Anesthetics",5387,NAMED,VOXWKXZBPMQUJH-UHFFFAOYSA-N,CSC1=CC(NC(C)=O)=CC=C1OS(O)(=O)=O,3-(methylthio)acetaminophen sulfate*,3-(methylthio)acetaminophen sulfate*,,,,,,,
100020833,209,63120,221782,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",348,NAMED,GPPUPQFYDYLTIY-UHFFFAOYSA-N,CCCCCCC(C(O)=O)=O,2-ketocaprylate,2-ketocaprylate,,HMDB13211,pubchem:67600,chemspider:60921,,CAS:328-51-8,HMDB13211
100020837,209,63042,221621,Xenobiotics,Drug - Topical Agents,5962,NAMED,AKEUNCKRJATALU-UHFFFAOYSA-N,OC(C1=C(O)C=CC=C1O)=O,"2,6-dihydroxybenzoic acid","2,6-dihydroxybenzoic acid",,HMDB0013676,pubchem:9338,chemspider:8974,,CAS:303-07-1,HMDB0013676
100020842,400,62819,220461,Amino Acid,Lysine Metabolism,137,NAMED,UYZSNVLEDLCWGU-UHFFFAOYSA-N,CN(C)CCCCC(O)=O,"N,N-dimethyl-5-aminovalerate","N,N-dimethyl-5-aminovalerate",,,,,,,
100020844,209,62784,220399,Lipid,Secondary Bile Acid Metabolism,3520,NAMED,GLVWZDCWCRWVFM-LBSADWJPSA-N,[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])C[C@H](O)[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(NCCS(=O)(O)=O)=O)[C@@]4(C)CC2,tauroursodeoxycholic acid sulfate (1),tauroursodeoxycholic acid sulfate (1),,,,,,,
100020851,209,62796,220411,Xenobiotics,Food Component/Plant,4898,NAMED,NUPWKYZXNXCOHY-UHFFFAOYSA-N,CCC1=C(OS(=O)(O)=O)C(O)=CC=C1,3-ethylcatechol sulfate (1),3-ethylcatechol sulfate (1),,,,,,,
100020852,209,62797,220412,Xenobiotics,Food Component/Plant,4899,NAMED,NUPWKYZXNXCOHY-UHFFFAOYSA-N,CCC1=C(OS(=O)(O)=O)C(O)=CC=C1,3-ethylcatechol sulfate (2),3-ethylcatechol sulfate (2),,,,,,,
100020853,209,62798,220413,Xenobiotics,Food Component/Plant,4813,NAMED,RRWBOGSYNDIRNR-UHFFFAOYSA-N,OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O,4-acetylcatechol sulfate (1),4-acetylcatechol sulfate (1),,,,,,,
100020868,400,64075,235069,Xenobiotics,Drug - Antibiotic,5530,NAMED,IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1c(OC)c(OC)cc(Cc2c(N)nc(N)nc2)c1,trimethoprim,trimethoprim,,HMDB0014583,pubchem:5578,chemspider:5376,"kegg:C01965,D00145",CAS:738-70-5,HMDB0014583
100020870,400,64109,235091,Xenobiotics,Drug - Antibiotic,5498,NAMED,DYKFCLLONBREIL-KVUCHLLUSA-N,CN(c1c(C[C@H]2C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C([C@@]3(O)C(O)=C2C4=O)=O)c4c(O)cc1)C,minocyclin,minocyclin,,HMDB0015152,,chemspider:16735907,"kegg:D05045,C07225",CAS:10118-90-8,HMDB0015152
100020877,400,64125,235107,Xenobiotics,Drug - Neurological,5850,NAMED,ADEBPBSSDYVVLD-UHFFFAOYSA-N,COc1c(OC)cc(C(C(CC2CCN(Cc3ccccc3)CC2)C4)=O)c4c1,donepezil,donepezil,,HMDB0005041,pubchem:3152,chemspider:3040,kegg:D07869,CAS:120014-06-4,HMDB0005041
100020883,402,63916,223793,Xenobiotics,Drug - Metabolic,5760,NAMED,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COc1c(C(NCCc2ccc(S(=O)(NC(NC3CCCCC3)=O)=O)cc2)=O)cc(Cl)cc1,glyburide,glyburide,,HMDB0015151,pubchem:3488,chemspider:3368,"kegg:D00336,C07022",CAS:10238-21-8,HMDB0015151
100020884,209,64107,235219,Xenobiotics,Drug - Metabolic,5759,NAMED,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Cc1ncc(C(NCCc2ccc(S(=O)(NC(NC3CCCCC3)=O)=O)cc2)=O)nc1,glipizide,glipizide,,HMDB0015200,pubchem:3478,chemspider:3359,kegg:D00335,CAS:29094-61-9,HMDB0015200
100020886,402,64108,234985,Xenobiotics,Drug - Metabolic,5761,NAMED,FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOc1c(C(O)=O)ccc(CC(N[C@H](c2c(N3CCCCC3)cccc2)CC(C)C)=O)c1,repaglinide,repaglinide,,HMDB0015048,"pubchem:10479034,65981",chemspider:59377,"kegg:C07670,D00594",CAS:135062-02-1,HMDB0015048
100020892,402,64124,235003,Xenobiotics,Drug - Respiratory,5944,NAMED,UCHDWCPVSPXUMX-TZIWLTJVSA-N,CC(c1c(CC[C@@H](SCC2(CC(O)=O)CC2)c3cc(/C=C/c(cc4)nc5c4ccc(Cl)c5)ccc3)cccc1)(O)C,montelukast,montelukast,,HMDB0014614,pubchem:5281040,chemspider:4444507,kegg:C07482,CAS:158966-92-8,HMDB0014614
100020893,209,62805,220431,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",448,NAMED,XMZBEAXQGSBWLG-NSCUHMNNSA-N,OC(C(O)=O)C(O)/C=C/SC,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",,HMDB0240388,,,,,HMDB0240388
100020906,400,64100,235087,Xenobiotics,Drug - Antineoplastic,5636,NAMED,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOc1c(OCCN[C@@H](Cc2cc(S(=O)(N)=O)c(OC)cc2)C)cccc1,tamsulosin,tamsulosin,,HMDB0014844,pubchem:129211,chemspider:114457,"kegg:D08560,C07124",CAS:106133-20-4,HMDB0014844
100020907,402,64093,234961,Xenobiotics,"Drug - Analgesics, Anesthetics",5418,NAMED,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,Cc1sc(NC(C2=C(O)c3c(S(=O)(N2C)=O)cccc3)=O)nc1,meloxicam,meloxicam,,HMDB0014952,pubchem:54677470,chemspider:10442740,"kegg:D00969,C08169",CAS:71125-38-7,HMDB0014952
100020908,209,62813,220443,Peptide,Fibrinogen Cleavage Peptide,1180,NAMED,CCYANGYMJWBLQM-UHFFFAOYSA-N,OC(C(C)NC(C(CO)NC(C(CC1=CC=CC=C1)NC(C(CC2=CC=CC=C2)NC(CNC(C(CCC(O)=O)NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(C(C)C)NC(CNC(C(CC3)NC3=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O,Fibrinopeptide B (1-13)**,Fibrinopeptide B (1-13)**,,,,,,,
100020909,402,64102,234975,Xenobiotics,Drug - Cardiovascular,5696,NAMED,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCc1n(Cc2ccc(c3c(c4nnn[nH]4)cccc3)cc2)c(CO)c(Cl)n1,losartan,losartan,,HMDB0014816,pubchem:3961,,"kegg:C07072,D08146",CAS:114798-26-4,HMDB0014816
100020914,402,64132,235009,Xenobiotics,Drug - Neurological,5837,NAMED,JURKNVYFZMSNLP-UHFFFAOYSA-N,CN(CC/C=C1c2c(C=Cc3ccccc3\1)cccc2)C,cyclobenzaprine,cyclobenzaprine,,HMDB0015060,pubchem:2895,chemspider:2792,"kegg:D07758,C06931",CAS:303-53-7,HMDB0015060
100020917,400,63285,222267,Xenobiotics,Drug - Antiviral,5578,NAMED,XQSPYNMVSIKCOC-NTSWFWBYSA-N,O=c1n([C@@H]2CS[C@H](CO)O2)cc(F)c(N)n1,emtricitabine,emtricitabine,,HMDB0015017,pubchem:60877,chemspider:54859,"kegg:C12599,D01199",CAS:143491-57-0,HMDB0015017
100020922,209,63282,222261,Xenobiotics,Drug - Antiviral,5572,NAMED,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Clc1ccc2c([C@@](C#CC3CC3)(C(F)(F)F)OC(N2)=O)c1,efavirenz,efavirenz,,HMDB0014763,pubchem:64139,chemspider:57715,"kegg:C08088,D00896",CAS:154598-52-4,HMDB0014763
100020929,402,63278,222250,Xenobiotics,Drug - Antiviral,5563,NAMED,NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(c1scc(CN(C(N[C@H](C(N[C@H](C[C@H](O)[C@@H](NC(OCc2scnc2)=O)Cc3ccccc3)Cc4ccccc4)=O)C(C)C)=O)C)n1)C,ritonavir,ritonavir,,HMDB0014646,pubchem:392622,chemspider:347980,kegg:D00427,CAS:155213-67-5,HMDB0014646
100020932,402,63288,222280,Xenobiotics,Drug - Antiviral,5566,NAMED,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Cc1c(OCC(N[C@H]([C@@H](O)C[C@@H](NC([C@@H](N2CCCNC2=O)C(C)C)=O)Cc3ccccc3)Cc4ccccc4)=O)c(C)ccc1,lopinavir,lopinavir,,HMDB0015539,pubchem:92727,chemspider:83706,kegg:D01425,CAS:192725-17-0,HMDB0015539
100020934,402,63276,222246,Xenobiotics,Drug - Antiviral,5567,NAMED,RHWKPHLQXYSBKR-BMIGLBTASA-N,C[C@@H]1CCO[C@@H]2N1C(c(c3O)n(C2)cc(C(NCc4c(F)cc(F)cc4)=O)c3=O)=O,dolutegravir,dolutegravir,,,pubchem:54726191,chemspider:25051637,kegg:D10066,CAS:1051375-19-9,pubchem:54726191
100020936,305,63286,222273,Xenobiotics,Drug - Antiviral,5568,NAMED,CZFFBEXEKNGXKS-UHFFFAOYSA-N,Cc1oc(C(NC(C)(c(nc(C(NCc2ccc(F)cc2)=O)c3O)n(C)c3=O)C)=O)nn1,raltegravir,raltegravir,,,pubchem:54671008,chemspider:16445111,"kegg:DG00666,D06676",CAS:518048-05-0,pubchem:54671008
100020946,402,64122,235001,Xenobiotics,Drug - Psychoactive,5922,NAMED,DDLIGBOFAVUZHB-UHFFFAOYSA-N,Cc1n(c2c(C(c3c(F)cccc3)=NC4)cc(Cl)cc2)c4cn1,midazolam,midazolam,,HMDB0014821,pubchem:4192,chemspider:4047,"kegg:D00550,C07524",CAS:59467-70-8,HMDB0014821
100020973,209,63230,222087,Xenobiotics,Chemical,6253,NAMED,UAQAOMYUJQVGMD-UHFFFAOYSA-N,CC1=NC=C(OS(=O)(O)=O)C=C1,5-hydroxy-2-methylpyridine sulfate,5-hydroxy-2-methylpyridine sulfate,,,,,,,
100020975,209,63227,222084,Xenobiotics,Chemical,6255,NAMED,GOXQGRHDLROYBT-UHFFFAOYSA-N,CC1=NC=CC=C1OS(=O)(O)=O,3-hydroxy-2-methylpyridine sulfate,3-hydroxy-2-methylpyridine sulfate,,,,,,,
100021000,402,62851,220620,Lipid,Sphingomyelins,3105,NAMED,FAVAZPKFPKOYCT-VTAPXIELSA-N,CCCCCCCCCCCCCCC(O)C(N[C@@H](COP([O-])(OCC[N+](C)(C)C)=O)[C@@H](/C=C/CCCCCCCCCCCCC)O)=O,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,,,,,,,
100021012,400,62871,220663,Xenobiotics,Food Component/Plant,4805,NAMED,PKECGHXYZFBIDX-UHFFFAOYSA-N,OCC1=CC=C(C(OC(CC([O-])=O)C[N+](C)(C)C)=O)O1,5-hydroxymethyl-2-furoylcarnitine*,5-hydroxymethyl-2-furoylcarnitine*,,,,,,,
100021065,209,63048,221638,Xenobiotics,Bacterial/Fungal,5298,NAMED,IJKRDVKGCQRKBI-UHFFFAOYSA-N,CCCCCCC1CC1CCCCCCCCCC(O)=O,lactobacillic acid,lactobacillic acid,,,pubchem:656761,chemspider:9988,,CAS:503-06-0,pubchem:656761
100021079,400,64111,235093,Xenobiotics,Drug - Antineoplastic,5616,NAMED,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1c(Nc2nc(c3cnccc3)ccn2)cc(NC(c4ccc(CN5CCN(C)CC5)cc4)=O)cc1,imatinib,imatinib,,HMDB0014757,pubchem:5291,chemspider:5101,"kegg:DG00710,D08066",CAS:152459-95-5,HMDB0014757
100021080,402,64205,237128,Xenobiotics,Drug - Antineoplastic,5635,NAMED,NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(c1ccccc1)=C(c2ccc(OCCN(C)C)cc2)\c3ccccc3,tamoxifen,tamoxifen,,HMDB14813,pubchem:2733526,chemspider:2015313,"kegg:D08559,C07108",CAS:10540-29-1,HMDB14813
100021084,402,64134,235013,Xenobiotics,"Drug - Analgesics, Anesthetics",5445,NAMED,USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)=O,methadone,methadone,,HMDB0014477,pubchem:4095,chemspider:3953,"kegg:D08195,C07163",CAS:76-99-3,HMDB0014477
100021093,209,62890,220741,Lipid,Secondary Bile Acid Metabolism,3542,NAMED,IJHJZQKOSUFQCX-WZJRQFJBSA-N,[H][C@@](CCC(NCCS(O)(=O)=O)=O)([C@]1(CC[C@]2([C@@]3([C@@H](C[C@@]4(C[C@H](S(O)(=O)=O)CC[C@@]4([C@]3(C[C@H]([C@]12C)O)[H])C)[H])O)[H])[H])[H])C,taurochenodeoxycholic acid 3-sulfate,taurochenodeoxycholic acid 3-sulfate,,HMDB0002486,pubchem:52931550,chemspider:24850141,,,HMDB0002486
100021100,209,62918,220774,Lipid,"Fatty Acid, Dicarboxylate",1695,NAMED,MUFSRLVOUKHPIZ-OVYZBVKCSA-N,O=C(O)CCC/C=C\C/C=C\CCCCC(O)=O,tetradecadienedioate (C14:2-DC)*,tetradecadienedioate (C14:2-DC)*,,,pubchem:86018718,,,,pubchem:86018718
100021103,209,62922,220778,Lipid,Pregnenolone Steroids,3262,NAMED,HIYOTPJZDPVBTL-HXOPQMAFSA-N,O[C@H]1C2=C[C@@H](OS(=O)(O)=O)CC[C@]2(C)C3CC[C@@]4(C)C(CCC4[C@H](O)C)C3C1,pregnenetriol sulfate*,pregnenetriol sulfate*,,,pubchem:129671303,,,,pubchem:129671303
100021104,209,62921,220777,Lipid,Pregnenolone Steroids,3263,NAMED,KANYWSIUKWPEOE-HXOPQMAFSA-N,C[C@]12CC[C@H](OS(=O)(O)=O)C=C1[C@H](OS(=O)(O)=O)CC3C2CC[C@@]4(C)C3CCC4[C@H](O)C,pregnenetriol disulfate*,pregnenetriol disulfate*,,,,,,,
100021105,209,62923,220779,Lipid,"Fatty Acid, Dicarboxylate",1704,NAMED,NZLFRLCYQVOISV-IWQZZHSRSA-N,OC(CCCCCCCCC/C=C\CCCCCCCC(O)=O)=O,eicosenedioate (C20:1-DC)*,eicosenedioate (C20:1-DC)*,,,,,,,
100021109,400,63870,223586,Xenobiotics,"Drug - Analgesics, Anesthetics",5447,NAMED,PMCBDBWCQQBSRJ-UHFFFAOYSA-N,CCC(N(C1CCNCC1)c2ccccc2)=O,norfentanyl,norfentanyl,,HMDB0061006,pubchem:259381,chemspider:227671,,CAS:1609-66-1,HMDB0061006
100021123,400,62959,220848,Amino Acid,Lysine Metabolism,117,NAMED,ZRJHLGYVUCPZNH-MQWKRIRWSA-N,[O-]C([C@@H](N)C(O)CCC[N+](C)(C)C)=O,"hydroxy-N6,N6,N6-trimethyllysine*","hydroxy-N6,N6,N6-trimethyllysine*",,,,,,,
100021131,402,63613,222938,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1882,NAMED,FVOVZEONZTWNTC-OUKQBFOZSA-N,CCCCCCCC/C=C/C(OC(CC([O-])=O)C[N+](C)(C)C)=O,undecenoylcarnitine (C11:1),undecenoylcarnitine (C11:1),,,,,,,HMDB0013321
100021136,402,63361,222432,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1880,NAMED,YMJNFVUJNDWLND-ZHACJKMWSA-N,O=C(C/C([H])=C(CCCCCC)\[H])OC(CC([O-])=O)C[N+](C)(C)C,3-decenoylcarnitine,3-decenoylcarnitine,,,,,,,
100021140,400,63359,222427,Xenobiotics,Food Component/Plant,4750,NAMED,XDZHMFWKQXZAFO-UHFFFAOYSA-N,CC(CCC(OC(CC([O-])=O)C[N+](C)(C)C)=O)=O,levulinoylcarnitine,levulinoylcarnitine,,,,,,,
100021141,402,63358,222426,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1928,NAMED,VCRSQDIROUELAR-UHFFFAOYSA-N,OC(CCCCCCC)CC(OC(CC([O-])=O)C[N+](C)(C)C)=O,3-hydroxydecanoylcarnitine,3-hydroxydecanoylcarnitine,,HMDB0061636,pubchem:121454166,chemspider:59664325,,,HMDB0061636
