name,Metabolite,method,superClass,mainClass,subClass,hmdbId,chebiId,pubChemId,smiles,inChI,inChIKey,CompoundHMDB,chemicalFormula,formulaAdduct(dontuse),LinkedCompounds,adduct,MZ,MZ source
SM 42:1;O2,SM 42:1;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0011697,CHEBI:83360,44260127,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,39|","InChI=1S/C47H95N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h38,40,45-46,50H,6-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b40-38+/t45-,46+/m0/s1",QEDPUVGSSDPBMD-XTAIVQBESA-N,,C47H95N2O6P,[M],mxp3019-sc ,[M+H]+,815.7000524,Calculated
SM 42:2;O2,SM 42:2;O2,CP,Sphingolipids,Sphingomyelins,SM,HMDB0012107,CHEBI:74535,,"C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](NC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)[C@@H](O)/C=C/CCCCCCCCCCCCC |&1:12,39|","InChI=1S/C47H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h20-21,38,40,45-46,50H,6-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b21-20-,40-38+/t45-,46+/m0/s1",,,C47H93N2O6P,[M],mxp3020-sc ,[M+H]+,813.6844024,Calculated
TG 41:0,TG 41:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0072022,,,[H][C@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,,C44H84O6,[M],mxp2186-sc ,[M+NH4]+,726.6606154,Calculated
TG 42:0,TG 42:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0072780,,,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C45H86O6,[M],mxp3027-sc ,[M+NH4]+,740.6762654,Calculated
TG 43:0,TG 43:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042062,,,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C46H88O6,[M],mxp0586-sc ,[M+NH4]+,754.6919154,Calculated
TG 43:1,TG 43:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042098,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCC,,,,C46H86O6,[M],mxp0585-sc ,[M+NH4]+,752.6762654,Calculated
TG 43:2,TG 43:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0043169,,,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCC\C=C/CCCC,,,,C46H84O6,[M],mxp0584-sc ,[M+NH4]+,750.6606154,Calculated
TG 44:0,TG 44:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042063,,,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C47H90O6,[M],mxp0532-sc ,[M+NH4]+,768.7075654,Calculated
TG 44:1,TG 44:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042301,,,[H]C(COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,,,,C47H88O6,[M],mxp0531-sc ,[M+NH4]+,766.6919154,Calculated
TG 44:2,TG 44:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042279,,,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC,,,,C47H86O6,[M],mxp0530-sc ,[M+NH4]+,764.6762654,Calculated
TG 45:0,TG 45:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042093,,,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,,,,C48H92O6,[M],mxp3028-sc ,[M+NH4]+,782.7232154,Calculated
TG 45:1,TG 45:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042099,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCC,,,,C48H90O6,[M],mxp0588-sc ,[M+NH4]+,780.7075654,Calculated
TG 45:2,TG 45:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0043170,,,CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC,,,,C48H88O6,[M],mxp0587-sc ,[M+NH4]+,778.6919154,Calculated
TG 46:0,TG 46:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010411,,,[H]C(COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C49H94O6,[M],mxp0537-sc ,[M+NH4]+,796.7388654,Calculated
TG 46:1,TG 46:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010412,,,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C49H92O6,[M],mxp0536-sc ,[M+NH4]+,794.7232154,Calculated
TG 46:2,TG 46:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010419,,,[H]C(COC(=O)CCCCCCC\C=C/CCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C49H90O6,[M],mxp0535-sc ,[M+NH4]+,792.7075654,Calculated
TG 46:3,TG 46:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042751,,,[H]C(COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,,,,C49H88O6,[M],mxp0534-sc ,[M+NH4]+,790.6919154,Calculated
TG 46:4,TG 46:4,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042548,,,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,,,,C49H86O6,[M],mxp0533-sc ,[M+NH4]+,788.6762654,Calculated
TG 47:0,TG 47:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042094,,,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,,,,C50H96O6,[M],mxp0592-sc ,[M+NH4]+,810.7545154,Calculated
TG 47:1,TG 47:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042100,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCC\C=C/CCCCCC,,,,C50H94O6,[M],mxp0591-sc ,[M+NH4]+,808.7388654,Calculated
TG 47:2,TG 47:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042076,,,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCC,,,,C50H92O6,[M],mxp0590-sc ,[M+NH4]+,806.7232154,Calculated
TG 48:0,TG 48:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005356,,,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,,C51H98O6,[M],mxp3029-sc ,[M+NH4]+,824.7701654,Calculated
TG 48:1,TG 48:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005359,,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,,C51H96O6,[M],mxp3030-sc ,[M+NH4]+,822.7545154,Calculated
TG 48:2,TG 48:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005376,CHEBI:89765,,CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C51H94O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h19,21-22,24,48H,4-18,20,23,25-47H2,1-3H3/b22-19-,24-21-/t48-/m0/s1",,,C51H94O6,[M],mxp0541-sc ,[M+NH4]+,820.7388654,Calculated
TG 48:3,TG 48:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005432,,,CCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,,,,C51H92O6,[M],mxp3031-sc ,[M+NH4]+,818.7232154,Calculated
TG 48:4,TG 48:4,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042811,,,[H]C(COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,,,,C51H90O6,[M],mxp0539-sc ,[M+NH4]+,816.7075654,Calculated
TG 48:5,TG 48:5,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042789,,,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC,,,,C51H88O6,[M],mxp0538-sc ,[M+NH4]+,814.6919154,Calculated
TG 49:0,TG 49:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042095,,,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,,,,C52H100O6,[M],mxp0596-sc ,[M+NH4]+,838.7858154,Calculated
TG 49:1,TG 49:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0011705,,,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,,C52H98O6,[M],mxp0595-sc ,[M+NH4]+,836.7701654,Calculated
TG 49:2,TG 49:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0011706,,,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,,C52H96O6,[M],mxp0594-sc ,[M+NH4]+,834.7545154,Calculated
TG 49:3,TG 49:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042103,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC,,,,C52H94O6,[M],mxp0593-sc ,[M+NH4]+,832.7388654,Calculated
TG 50:0,TG 50:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005357,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,,,C53H102O6,[M],mxp0550-sc ,[M+NH4]+,852.8014654,Calculated
TG 50:1,TG 50:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005360,CHEBI:89759,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C53H100O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h25-26,50H,4-24,27-49H2,1-3H3/b26-25-/t50-/m1/s1",,,C53H100O6,[M],mxp3032-sc ,[M+NH4]+,850.7858154,Calculated
TG 50:2,TG 50:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005377,CHEBI:109455,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C53H98O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h21,24-26,50H,4-20,22-23,27-49H2,1-3H3/b24-21-,26-25-/t50-/m1/s1",,,C53H98O6,[M],mxp0548-sc ,[M+NH4]+,848.7701654,Calculated
TG 50:3,TG 50:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005433,CHEBI:90051,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,"InChI=1S/C53H96O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h20-21,23-26,50H,4-19,22,27-49H2,1-3H3/b23-20-,24-21-,26-25-/t50-/m1/s1",,,C53H96O6,[M],mxp0547-sc ,[M+NH4]+,846.7545154,Calculated
TG 50:5,TG 50:5,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010471,,,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,,,,C53H92O6,[M],mxp0545-sc ,[M+NH4]+,842.7232154,Calculated
TG 50:6,TG 50:6,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010497,,,[H]C(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCC,,,,C53H90O6,[M],mxp0544-sc ,[M+NH4]+,840.7075654,Calculated
TG 51:0,TG 51:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0031106,,,,,,,C54H104O6,[M],mxp3033-sc ,[M+NH4]+,866.8171154,Calculated
TG 51:1,TG 51:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042104,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,,,,C54H102O6,[M],mxp0599-sc ,[M+NH4]+,864.8014654,Calculated
TG 51:2,TG 51:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005362,CHEBI:89758,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C53H98O6/c1-4-7-10-13-16-19-22-25-26-29-31-34-37-40-43-46-52(55)58-49-50(59-53(56)47-44-41-38-35-32-28-24-21-18-15-12-9-6-3)48-57-51(54)45-42-39-36-33-30-27-23-20-17-14-11-8-5-2/h16,19,25-26,50H,4-15,17-18,20-24,27-49H2,1-3H3/b19-16-,26-25-/t50-/m1/s1",,,C54H100O6,[M],mxp0598-sc ,[M+NH4]+,862.7858154,Calculated
TG 51:3,TG 51:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0011701,,,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCC,,,,C54H98O6,[M],mxp0597-sc ,[M+NH4]+,860.7701654,Calculated
TG 52:0,TG 52:0,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005365,CHEBI:109896,,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C55H106O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h52H,4-51H2,1-3H3/t52-/m1/s1",,,C55H106O6,[M],mxp0558-sc ,[M+NH4]+,880.8327654,Calculated
TG 52:1,TG 52:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005367,CHEBI:89755,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C55H104O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h25,27,52H,4-24,26,28-51H2,1-3H3/b27-25-/t52-/m1/s1",,,C55H104O6,[M],mxp0557-sc ,[M+NH4]+,878.8171154,Calculated
TG 52:2,TG 52:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005369,CHEBI:89754,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C55H102O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h16,19,25,27,52H,4-15,17-18,20-24,26,28-51H2,1-3H3/b19-16-,27-25-/t52-/m1/s1",,,C55H102O6,[M],mxp3034-sc ,[M+NH4]+,876.8014654,Calculated
TG 52:3,TG 52:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005384,CHEBI:89779,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C55H100O6/c1-4-7-10-13-16-19-22-25-27-30-33-36-39-42-45-48-54(57)60-51-52(50-59-53(56)47-44-41-38-35-32-29-24-21-18-15-12-9-6-3)61-55(58)49-46-43-40-37-34-31-28-26-23-20-17-14-11-8-5-2/h16,19,25-28,52H,4-15,17-18,20-24,29-51H2,1-3H3/b19-16-,27-25-,28-26-/t52-/m1/s1",,,C55H100O6,[M],mxp0555-sc ,[M+NH4]+,874.7858154,Calculated
TG 52:4,TG 52:4,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005363,CHEBI:89756,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,"InChI=1S/C55H98O6/c1-4-7-10-13-16-19-22-25-26-27-28-31-33-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-34-30-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-23-20-17-14-11-8-5-2/h16,19,25-26,28,31,36,39,52H,4-15,17-18,20-24,27,29-30,32-35,37-38,40-51H2,1-3H3/b19-16-,26-25-,31-28-,39-36-/t52-/m1/s1",,,C55H98O6,[M],mxp3035-sc ,[M+NH4]+,872.7701654,Calculated
TG 52:6,TG 52:6,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005436,,,CCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,,,,C55H94O6,[M],mxp0552-sc ,[M+NH4]+,868.7388654,Calculated
TG 52:7,TG 52:7,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010517,,,[H][C@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,,,,C55H92O6,[M],mxp0551-sc ,[M+NH4]+,866.7232154,Calculated
TG 53:2,TG 53:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042196,,,CCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,,,,C56H104O6,[M],mxp0602-sc ,[M+NH4]+,890.8171154,Calculated
TG 53:3,TG 53:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0043058,,,CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC,,,,C56H102O6,[M],mxp0601-sc ,[M+NH4]+,888.8014654,Calculated
TG 54:0,TG 54:0,CP,Glycerolipids,Triradylglycerols,TAG,,,,,,,,C57H110O6,[M],mxp3036-sc ,[M+NH4]+,908.8640654,Calculated
TG 54:1,TG 54:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005395,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,,,,C57H108O6,[M],mxp0568-sc ,[M+NH4]+,906.8484154,Calculated
TG 54:2,TG 54:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005403,CHEBI:89970,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C57H106O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25,27-28,30,54H,4-24,26,29,31-53H2,1-3H3/b28-25-,30-27-/t54-/m0/s1",,,C57H106O6,[M],mxp0567-sc ,[M+NH4]+,904.8327654,Calculated
TG 54:3,TG 54:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005405,CHEBI:89971,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C57H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,27-28,30,54H,4-15,17-18,20-24,26,29,31-53H2,1-3H3/b19-16-,28-25-,30-27-/t54-/m0/s1",,,C57H104O6,[M],mxp3037-sc ,[M+NH4]+,902.8171154,Calculated
TG 54:4,TG 54:4,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005370,CHEBI:89772,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C57H102O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25,27,30,32,38,41,54H,4-15,17-18,20-24,26,28-29,31,33-37,39-40,42-53H2,1-3H3/b19-16-,27-25-,32-30-,41-38-/t54-/m1/s1",,,C57H102O6,[M],mxp0565-sc ,[M+NH4]+,900.8014654,Calculated
TG 54:5,TG 54:5,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005385,CHEBI:89775,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C57H100O6/c1-4-7-10-13-16-19-22-25-27-28-30-32-35-38-41-44-47-50-56(59)62-53-54(52-61-55(58)49-46-43-40-37-34-31-24-21-18-15-12-9-6-3)63-57(60)51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-27,29-30,32,38,41,54H,4-15,17-18,20-24,28,31,33-37,39-40,42-53H2,1-3H3/b19-16-,27-25-,29-26-,32-30-,41-38-/t54-/m1/s1",,,C57H100O6,[M],mxp3038-sc ,[M+NH4]+,898.7858154,Calculated
TG 54:8,TG 54:8,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010518,,,[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCC,,,,C57H94O6,[M],mxp0561-sc ,[M+NH4]+,892.7388654,Calculated
TG 54:9,TG 54:9,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010498,CHEBI:138346,,C(C(OC(*)=O)COC(=O)*)OC(=O)*,,,,C57H92O6,[M],mxp3040-sc ,[M+NH4]+,890.7232154,Calculated
TG 55:2,TG 55:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042226,,,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,,,,C58H108O6,[M],mxp0604-sc ,[M+NH4]+,918.8484154,Calculated
TG 55:3,TG 55:3,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0042466,,,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC,,,,C58H106O6,[M],mxp0603-sc ,[M+NH4]+,916.8327654,Calculated
TG 56:1,TG 56:1,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005396,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,,,,C59H112O6,[M],mxp0578-sc ,[M+NH4]+,934.8797154,Calculated
TG 56:10,TG 56:10,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0010513,,,[H]C(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,,,,C59H94O6,[M],mxp0569-sc ,[M+NH4]+,916.7388654,Calculated
TG 56:2,TG 56:2,CP,Glycerolipids,Triradylglycerols,TAG,HMDB0005404,,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,,C59H110O6,[M],mxp0577-sc ,[M+NH4]+,932.8640654,Calculated
